"time_utc","type","latitude","longitude","peak_current","ic_height"
"2020-08-29T16:33:12.845744157","0","35.52231","-112.98712","-14703.0","0.0"
"2020-08-29T16:33:16.209972965","0","36.65446","-106.81004","-33664.0","0.0"
"2020-08-29T16:33:45.407902881","0","34.80022","-113.20418","-51164.0","0.0"
"2020-08-29T16:34:26.533390126","0","35.53512","-112.99209","-17894.0","0.0"
"2020-08-29T16:34:55.395625875","0","41.0926","-106.44255","-39649.0","0.0"
"2020-08-29T16:35:14.211958714","0","36.64745","-106.82022","-4566.0","0.0"
"2020-08-29T16:35:16.059261147","0","37.53215","-106.53944","-21286.0","0.0"
"2020-08-29T16:36:04.436633766","0","37.69438","-106.65515","115243.0","0.0"
"2020-08-29T16:36:41.568004501","0","37.64547","-106.58034","-32476.0","0.0"
"2020-08-29T16:36:48.646538026","0","35.53813","-112.96644","-8147.0","0.0"
"2020-08-29T16:38:05.961403883","0","36.64565","-106.8023","-26155.0","0.0"
"2020-08-29T16:38:33.095227101","0","37.65874","-106.6007599","-21070.0","0.0"
"2020-08-29T16:38:34.046058305","0","35.56521","-112.9527","-10794.0","0.0"
"2020-08-29T16:38:57.312274837","0","35.60235","-112.94574","-12558.0","0.0"
"2020-08-29T16:39:21.358171289","0","34.64852","-113.04318","-48216.0","0.0"
"2020-08-29T16:40:23.640460297","0","35.5802","-112.95531","-15461.0","0.0"
"2020-08-29T16:41:01.641286197","0","36.70742","-106.8707699","-29217.0","0.0"
"2020-08-29T16:41:06.583155527","0","34.92948","-113.00166","90104.0","0.0"
"2020-08-29T16:41:21.891768463","0","35.09778","-113.10206","-19220.0","0.0"
"2020-08-29T16:41:49.909946950","0","34.66681","-113.02793","-37528.0","0.0"
"2020-08-29T16:42:07.262768055","0","35.59576","-112.93208","-53992.0","0.0"
"2020-08-29T16:42:27.984313072","0","34.81725","-112.99456","-21253.0","0.0"
"2020-08-29T16:43:00.114655618","0","34.65931","-113.02141","-21433.0","0.0"
"2020-08-29T16:43:00.449228759","0","34.66321","-113.02171","-30511.0","0.0"
"2020-08-29T16:43:11.669767807","0","35.08605","-113.13684","-15524.0","0.0"
"2020-08-29T16:43:41.704449793","0","36.79345","-106.73134","-31895.0","0.0"
"2020-08-29T16:43:49.245109989","0","36.48143","-106.76101","-13331.0","0.0"
"2020-08-29T16:45:20.403387442","0","36.68959","-106.72501","-8920.0","0.0"
"2020-08-29T16:45:21.817437123","0","37.60952","-106.53255","97872.0","0.0"
"2020-08-29T16:46:11.986030922","0","36.70432","-106.72623","-10597.0","0.0"
"2020-08-29T16:46:35.110902237","0","34.77574","-112.92824","-16042.0","0.0"
"2020-08-29T16:46:54.378919425","0","34.8454","-112.9875","50477.0","0.0"
"2020-08-29T16:47:13.771179369","0","36.69743","-106.72204","-22666.0","0.0"
"2020-08-29T16:47:36.890448433","0","34.77519","-112.93657","-20851.0","0.0"
"2020-08-29T16:47:40.249664960","0","34.95572","-112.89656","-17007.0","0.0"
"2020-08-29T16:48:37.910568763","0","34.77595","-112.92404","-13422.0","0.0"
"2020-08-29T16:49:05.303455259","0","34.97042","-112.93745","-21350.0","0.0"
"2020-08-29T16:49:45.439236994","0","34.78729","-112.91177","-18728.0","0.0"
"2020-08-29T16:50:44.288164367","0","37.62895","-106.54138","112987.0","0.0"
"2020-08-29T16:51:10.338789725","0","34.78542","-112.91339","-16034.0","0.0"
"2020-08-29T16:52:00.859006156","0","36.6712","-106.66723","-74726.0","0.0"
"2020-08-29T16:53:45.429306451","0","34.91002","-112.88465","-21004.0","0.0"
"2020-08-29T16:54:14.792428940","0","36.68361","-106.66001","-27308.0","0.0"
"2020-08-29T16:54:25.219144379","0","34.9896699","-112.98524","31102.0","0.0"
"2020-08-29T16:54:57.264006250","0","34.83222","-112.86143","-18570.0","0.0"
"2020-08-29T16:55:22.046100399","0","34.71575","-112.96918","-43932.0","0.0"
"2020-08-29T16:56:17.402362375","0","35.08442","-112.9531","-15279.0","0.0"
"2020-08-29T16:56:33.812018109","0","34.81583","-112.86202","-18289.0","0.0"
"2020-08-29T16:56:42.879963423","0","34.89816","-112.91642","-31686.0","0.0"
"2020-08-29T16:57:34.499512953","0","34.98246","-112.88454","-5253.0","0.0"
"2020-08-29T16:58:37.548738242","0","35.04749","-112.91078","-17326.0","0.0"
"2020-08-29T16:59:07.584376536","0","35.01498","-112.87443","-13178.0","0.0"
"2020-08-29T17:00:23.663196562","0","37.63499","-106.4472399","-24828.0","0.0"
"2020-08-29T17:02:46.550333656","0","35.03973","-112.88473","-30994.0","0.0"
"2020-08-29T17:02:46.569991697","0","35.06561","-112.89487","-13635.0","0.0"
"2020-08-29T17:03:19.425834731","0","34.8602","-112.81959","103364.0","0.0"
"2020-08-29T17:04:21.456828709","0","34.95417","-112.90413","38405.0","0.0"
"2020-08-29T17:04:54.699260574","0","37.88781","-106.44911","-32128.0","0.0"
"2020-08-29T17:05:42.821412233","0","34.87299","-112.79994","33539.0","0.0"
"2020-08-29T17:05:44.522508924","0","36.88707","-106.48148","-36387.0","0.0"
"2020-08-29T17:06:48.207004624","0","35.12876","-112.73148","-4847.0","0.0"
"2020-08-29T17:08:56.179911266","0","35.05895","-112.79742","-16928.0","0.0"
